type,side,price,sl,tp,profit
OPEN,SELL,1.15972,1.15972,1.15972,
SL,,1.15972,,,-2.9672266792573123
OPEN,BUY,1.15965,1.15965,1.15965,
TP,,1.15965,,,-2.8831210937213214
OPEN,BUY,1.1597,1.1597,1.1597,
SL,,1.1597,,,-3.184758764769862
OPEN,SELL,1.15966,1.15966,1.15966,
SL,,1.15966,,,-3.1783412081064535
OPEN,SELL,1.1597,1.1597,1.1597,
SL,,1.1597,,,-2.944383497649807
OPEN,BUY,1.1596899999999999,1.1596899999999999,1.1596899999999999,
SL,,1.1596899999999999,,,-2.866711676986218
OPEN,SELL,1.15965,1.15965,1.15965,
SL,,1.15965,,,-3.0355994400809263
OPEN,SELL,1.15964,1.15964,1.15964,
SL,,1.15964,,,-2.8403880910299755
OPEN,SELL,1.1596899999999999,1.1596899999999999,1.1596899999999999,
SL,,1.1596899999999999,,,-3.0099462056353947
OPEN,BUY,1.1596899999999999,1.1596899999999999,1.1596899999999999,
SL,,1.1596899999999999,,,-2.8437438703920748
OPEN,BUY,1.15978,1.15978,1.15978,
SL,,1.15978,,,-2.905394902590237
OPEN,BUY,1.1598,1.1598,1.1598,
SL,,1.1598,,,-2.8560300380657777
OPEN,BUY,1.15976,1.15976,1.15976,
SL,,1.15976,,,-3.150941247936287
OPEN,BUY,1.15982,1.15982,1.15982,
SL,,1.15982,,,-2.8907060830742517
OPEN,BUY,1.15977,1.15977,1.15977,
SL,,1.15977,,,-3.012304674317614
OPEN,BUY,1.15978,1.15978,1.15978,
SL,,1.15978,,,-3.1163315870864263
OPEN,SELL,1.15975,1.15975,1.15975,
TP,,1.15975,,,-3.1192397082881445
OPEN,SELL,1.15965,1.15965,1.15965,
SL,,1.15965,,,-2.8669200380603637
OPEN,SELL,1.15962,1.15962,1.15962,
SL,,1.15962,,,-3.131549623314049
OPEN,SELL,1.15974,1.15974,1.15974,
SL,,1.15974,,,-3.002412456903871
OPEN,BUY,1.15975,1.15975,1.15975,
SL,,1.15975,,,-2.98258013003194
OPEN,BUY,1.1597,1.1597,1.1597,
SL,,1.1597,,,-3.1763679775682196
OPEN,SELL,1.15971,1.15971,1.15971,
SL,,1.15971,,,-3.047736873670175
OPEN,BUY,1.15971,1.15971,1.15971,
SL,,1.15971,,,-2.8072011894170013
OPEN,SELL,1.1597,1.1597,1.1597,
SL,,1.1597,,,-3.040893284762742
OPEN,SELL,1.15968,1.15968,1.15968,
TP,,1.15968,,,-2.9416916262351176
OPEN,SELL,1.15964,1.15964,1.15964,
SL,,1.15964,,,-3.1482334099119322
OPEN,SELL,1.15956,1.15956,1.15956,
SL,,1.15956,,,-3.17635436791555
OPEN,SELL,1.15957,1.15957,1.15957,
SL,,1.15957,,,-3.1836397745963634
OPEN,SELL,1.1595900000000001,1.1595900000000001,1.1595900000000001,
SL,,1.1595900000000001,,,-2.9116987437155704
OPEN,SELL,1.15962,1.15962,1.15962,
TP,,1.15962,,,-2.8081589158847855
OPEN,SELL,1.15947,1.15947,1.15947,
SL,,1.15947,,,-2.87196578674771
OPEN,SELL,1.15947,1.15947,1.15947,
SL,,1.15947,,,-2.970992675823286
OPEN,SELL,1.15938,1.15938,1.15938,
SL,,1.15938,,,-2.9011039862940695
OPEN,SELL,1.15934,1.15934,1.15934,
SL,,1.15934,,,-2.9656044732910685
OPEN,SELL,1.15922,1.15922,1.15922,
SL,,1.15922,,,-2.810794974035661
OPEN,SELL,1.15933,1.15933,1.15933,
SL,,1.15933,,,-3.142033812940168
OPEN,SELL,1.1592500000000001,1.1592500000000001,1.1592500000000001,
SL,,1.1592500000000001,,,-3.1420749101196366
OPEN,SELL,1.15929,1.15929,1.15929,
SL,,1.15929,,,-3.0293163164452954
OPEN,SELL,1.1593,1.1593,1.1593,
SL,,1.1593,,,-3.01247387420617
OPEN,SELL,1.15916,1.15916,1.15916,
SL,,1.15916,,,-3.0868089816462048
OPEN,SELL,1.15917,1.15917,1.15917,
TP,,1.15917,,,-3.130533781319391
OPEN,SELL,1.15906,1.15906,1.15906,
SL,,1.15906,,,-2.8185038097112143
OPEN,SELL,1.15907,1.15907,1.15907,
SL,,1.15907,,,-3.1510154452997616
OPEN,SELL,1.15918,1.15918,1.15918,
SL,,1.15918,,,-2.8519251105396917
OPEN,SELL,1.15919,1.15919,1.15919,
SL,,1.15919,,,-2.937034870513247
OPEN,BUY,1.15932,1.15932,1.15932,
SL,,1.15932,,,-3.0126781378695666
OPEN,BUY,1.15926,1.15926,1.15926,
SL,,1.15926,,,-2.891711249810257
OPEN,BUY,1.1595,1.1595,1.1595,
SL,,1.1595,,,-3.123162783497493
OPEN,BUY,1.15945,1.15945,1.15945,
SL,,1.15945,,,-2.970889872240778
OPEN,BUY,1.15947,1.15947,1.15947,
SL,,1.15947,,,-2.993879946134075
OPEN,BUY,1.15939,1.15939,1.15939,
TP,,1.15939,,,-3.0193297502530405
OPEN,BUY,1.15939,1.15939,1.15939,
SL,,1.15939,,,-3.0797419539929605
OPEN,BUY,1.15947,1.15947,1.15947,
SL,,1.15947,,,-3.0153534800799537
OPEN,BUY,1.1594,1.1594,1.1594,
SL,,1.1594,,,-3.182452865356619
OPEN,BUY,1.15948,1.15948,1.15948,
SL,,1.15948,,,-2.9214415458980736
OPEN,BUY,1.15956,1.15956,1.15956,
SL,,1.15956,,,-3.0335666772213634
OPEN,BUY,1.15952,1.15952,1.15952,
SL,,1.15952,,,-2.9501227787030775
OPEN,BUY,1.15954,1.15954,1.15954,
SL,,1.15954,,,-2.906791187247868
OPEN,BUY,1.15955,1.15955,1.15955,
SL,,1.15955,,,-2.9450789114616645
OPEN,BUY,1.15954,1.15954,1.15954,
SL,,1.15954,,,-2.882195971731084
OPEN,BUY,1.15958,1.15958,1.15958,
SL,,1.15958,,,-2.8866008440692563
OPEN,BUY,1.15958,1.15958,1.15958,
SL,,1.15958,,,-2.8680024887651134
OPEN,BUY,1.15962,1.15962,1.15962,
SL,,1.15962,,,-3.1720028858342726
OPEN,BUY,1.15967,1.15967,1.15967,
SL,,1.15967,,,-3.188316855051473
OPEN,BUY,1.15967,1.15967,1.15967,
SL,,1.15967,,,-3.0662858423244934
OPEN,BUY,1.15978,1.15978,1.15978,
SL,,1.15978,,,-3.037851578862403
OPEN,BUY,1.15971,1.15971,1.15971,
SL,,1.15971,,,-3.1145387279485304
OPEN,BUY,1.15979,1.15979,1.15979,
SL,,1.15979,,,-3.148098896514454
OPEN,BUY,1.15976,1.15976,1.15976,
SL,,1.15976,,,-2.804216241529292
OPEN,BUY,1.15981,1.15981,1.15981,
SL,,1.15981,,,-3.1749963649727775
OPEN,BUY,1.15985,1.15985,1.15985,
SL,,1.15985,,,-3.0829860638384377
OPEN,BUY,1.15989,1.15989,1.15989,
SL,,1.15989,,,-2.95272997357942
OPEN,BUY,1.1599,1.1599,1.1599,
SL,,1.1599,,,-2.897935839858568
OPEN,BUY,1.15992,1.15992,1.15992,
SL,,1.15992,,,-3.0511913009358596
OPEN,BUY,1.15982,1.15982,1.15982,
SL,,1.15982,,,-2.9397001533145932
OPEN,BUY,1.15981,1.15981,1.15981,
SL,,1.15981,,,-3.0446121633203984
OPEN,SELL,1.15993,1.15993,1.15993,
SL,,1.15993,,,-3.1914821679620387
OPEN,BUY,1.15991,1.15991,1.15991,
SL,,1.15991,,,-3.1898012066031867
OPEN,BUY,1.15992,1.15992,1.15992,
SL,,1.15992,,,-3.035988303953769
OPEN,BUY,1.15993,1.15993,1.15993,
SL,,1.15993,,,-3.0235072580535034
OPEN,BUY,1.15992,1.15992,1.15992,
SL,,1.15992,,,-2.802754858104141
OPEN,BUY,1.15987,1.15987,1.15987,
SL,,1.15987,,,-2.858895195046266
OPEN,SELL,1.1598,1.1598,1.1598,
SL,,1.1598,,,-3.0636917042763905
OPEN,SELL,1.15979,1.15979,1.15979,
SL,,1.15979,,,-3.00090676883752
OPEN,SELL,1.15985,1.15985,1.15985,
SL,,1.15985,,,-3.0814900317698846
OPEN,SELL,1.1598,1.1598,1.1598,
TP,,1.1598,,,-2.838670360902492
OPEN,SELL,1.1598,1.1598,1.1598,
SL,,1.1598,,,-2.805064997421268
OPEN,BUY,1.15973,1.15973,1.15973,
SL,,1.15973,,,-2.839631137667625
OPEN,SELL,1.15974,1.15974,1.15974,
SL,,1.15974,,,-2.959659348005335
OPEN,BUY,1.15972,1.15972,1.15972,
SL,,1.15972,,,-2.897164349922811
OPEN,SELL,1.1598600000000001,1.1598600000000001,1.1598600000000001,
SL,,1.1598600000000001,,,-3.0759212173711092
OPEN,BUY,1.15988,1.15988,1.15988,
TP,,1.15988,,,-3.1109780659452007
OPEN,BUY,1.1599599999999999,1.1599599999999999,1.1599599999999999,
SL,,1.1599599999999999,,,-3.127976871507452
OPEN,BUY,1.16001,1.16001,1.16001,
SL,,1.16001,,,-3.1005979272730704
OPEN,BUY,1.15993,1.15993,1.15993,
SL,,1.15993,,,-2.814915930172817
OPEN,SELL,1.15983,1.15983,1.15983,
SL,,1.15983,,,-3.169677293228893
OPEN,BUY,1.15991,1.15991,1.15991,
SL,,1.15991,,,-2.865487244740099
OPEN,BUY,1.15989,1.15989,1.15989,
SL,,1.15989,,,-3.0222831497726683
OPEN,SELL,1.15975,1.15975,1.15975,
SL,,1.15975,,,-2.8127281082305706
OPEN,SELL,1.15978,1.15978,1.15978,
SL,,1.15978,,,-3.0313801660544337
OPEN,SELL,1.15974,1.15974,1.15974,
SL,,1.15974,,,-3.1010038715264163
OPEN,SELL,1.15976,1.15976,1.15976,
SL,,1.15976,,,-2.9929639107509307
OPEN,BUY,1.15998,1.15998,1.15998,
SL,,1.15998,,,-3.103456901394213
OPEN,BUY,1.1599599999999999,1.1599599999999999,1.1599599999999999,
SL,,1.1599599999999999,,,-3.140372921993068
OPEN,BUY,1.16007,1.16007,1.16007,
SL,,1.16007,,,-3.0491489174201414
OPEN,BUY,1.16005,1.16005,1.16005,
SL,,1.16005,,,-3.015462962917681
OPEN,BUY,1.16017,1.16017,1.16017,
SL,,1.16017,,,-2.9883396068505723
OPEN,BUY,1.16023,1.16023,1.16023,
SL,,1.16023,,,-2.8340268469309495
OPEN,BUY,1.16025,1.16025,1.16025,
SL,,1.16025,,,-2.8775614532210962
OPEN,BUY,1.16033,1.16033,1.16033,
SL,,1.16033,,,-2.8328457256203423
OPEN,BUY,1.16024,1.16024,1.16024,
SL,,1.16024,,,-3.1917214050305693
OPEN,BUY,1.16033,1.16033,1.16033,
SL,,1.16033,,,-2.9604914000264855
OPEN,BUY,1.1602000000000001,1.1602000000000001,1.1602000000000001,
SL,,1.1602000000000001,,,-3.043438931901075
OPEN,SELL,1.1602000000000001,1.1602000000000001,1.1602000000000001,
SL,,1.1602000000000001,,,-3.1292450679715538
OPEN,BUY,1.16025,1.16025,1.16025,
SL,,1.16025,,,-2.935386202904708
OPEN,BUY,1.16028,1.16028,1.16028,
SL,,1.16028,,,-3.1396009269790004
OPEN,BUY,1.16017,1.16017,1.16017,
SL,,1.16017,,,-3.063021066951248
OPEN,SELL,1.16017,1.16017,1.16017,
SL,,1.16017,,,-3.1721143538118604
OPEN,BUY,1.16005,1.16005,1.16005,
TP,,1.16005,,,-3.09165335467089
OPEN,SELL,1.16015,1.16015,1.16015,
SL,,1.16015,,,-2.9972664640469686
OPEN,SELL,1.15998,1.15998,1.15998,
SL,,1.15998,,,-3.1506179851115417
OPEN,SELL,1.16012,1.16012,1.16012,
SL,,1.16012,,,-3.020811106399133
OPEN,BUY,1.16019,1.16019,1.16019,
SL,,1.16019,,,-2.8925039293310615
OPEN,SELL,1.16027,1.16027,1.16027,
SL,,1.16027,,,-3.0100850230884566
OPEN,BUY,1.16025,1.16025,1.16025,
SL,,1.16025,,,-2.820397059389268
OPEN,BUY,1.1602999999999999,1.1602999999999999,1.1602999999999999,
SL,,1.1602999999999999,,,-3.0802314083476565
OPEN,BUY,1.16012,1.16012,1.16012,
SL,,1.16012,,,-3.1893809075640505
OPEN,SELL,1.16007,1.16007,1.16007,
TP,,1.16007,,,-3.170041053358925
OPEN,SELL,1.16004,1.16004,1.16004,
SL,,1.16004,,,-2.957993427679214
OPEN,SELL,1.16006,1.16006,1.16006,
TP,,1.16006,,,-3.061037107592258
OPEN,SELL,1.15985,1.15985,1.15985,
SL,,1.15985,,,-3.069488443325322
OPEN,SELL,1.15983,1.15983,1.15983,
SL,,1.15983,,,-2.8482640116325393
OPEN,SELL,1.15984,1.15984,1.15984,
SL,,1.15984,,,-2.8553749339122665
OPEN,SELL,1.15991,1.15991,1.15991,
SL,,1.15991,,,-3.0497524348597014
OPEN,SELL,1.15995,1.15995,1.15995,
SL,,1.15995,,,-2.8243489548494187
OPEN,SELL,1.15984,1.15984,1.15984,
SL,,1.15984,,,-3.0506134817279627
OPEN,SELL,1.1597,1.1597,1.1597,
SL,,1.1597,,,-3.1205847942120495
OPEN,SELL,1.15982,1.15982,1.15982,
SL,,1.15982,,,-2.8220086470437025
OPEN,SELL,1.15953,1.15953,1.15953,
TP,,1.15953,,,-2.857209430241633
OPEN,SELL,1.15909,1.15909,1.15909,
SL,,1.15909,,,-3.095281827931804
OPEN,SELL,1.1593499999999999,1.1593499999999999,1.1593499999999999,
SL,,1.1593499999999999,,,-3.147210380890188
OPEN,SELL,1.15947,1.15947,1.15947,
TP,,1.15947,,,-3.0363793238595553
OPEN,SELL,1.15952,1.15952,1.15952,
SL,,1.15952,,,-2.982330853292102
OPEN,SELL,1.15937,1.15937,1.15937,
SL,,1.15937,,,-2.8906558285764477
OPEN,SELL,1.15954,1.15954,1.15954,
SL,,1.15954,,,-2.9589395145821817
OPEN,BUY,1.1597,1.1597,1.1597,
SL,,1.1597,,,-3.03881688433804
OPEN,BUY,1.15957,1.15957,1.15957,
SL,,1.15957,,,-2.939180734064976
OPEN,BUY,1.1596899999999999,1.1596899999999999,1.1596899999999999,
SL,,1.1596899999999999,,,-2.9318208350564845
OPEN,BUY,1.15968,1.15968,1.15968,
SL,,1.15968,,,-2.84549832799272
OPEN,SELL,1.15946,1.15946,1.15946,
SL,,1.15946,,,-2.960454171799587
OPEN,SELL,1.15944,1.15944,1.15944,
SL,,1.15944,,,-3.0345555225204177
OPEN,SELL,1.15927,1.15927,1.15927,
SL,,1.15927,,,-2.987200241825895
OPEN,SELL,1.15945,1.15945,1.15945,
SL,,1.15945,,,-2.8842957870472428
OPEN,SELL,1.1594,1.1594,1.1594,
SL,,1.1594,,,-2.9450767041061656
OPEN,BUY,1.1597,1.1597,1.1597,
SL,,1.1597,,,-2.8608882991098685
OPEN,BUY,1.1595,1.1595,1.1595,
SL,,1.1595,,,-3.1675336069254074
OPEN,SELL,1.15956,1.15956,1.15956,
SL,,1.15956,,,-2.8829987598867164
OPEN,BUY,1.15943,1.15943,1.15943,
SL,,1.15943,,,-2.882052218595366
OPEN,SELL,1.1595900000000001,1.1595900000000001,1.1595900000000001,
SL,,1.1595900000000001,,,-2.9313360772168466
OPEN,BUY,1.15961,1.15961,1.15961,
SL,,1.15961,,,-3.1315345640454595
OPEN,BUY,1.15954,1.15954,1.15954,
SL,,1.15954,,,-3.135746647246523
OPEN,BUY,1.15949,1.15949,1.15949,
SL,,1.15949,,,-2.9436155253426564
OPEN,SELL,1.15957,1.15957,1.15957,
SL,,1.15957,,,-2.932175850231736
OPEN,BUY,1.15974,1.15974,1.15974,
SL,,1.15974,,,-2.9840174072860304
OPEN,BUY,1.15973,1.15973,1.15973,
SL,,1.15973,,,-3.146891531365153
OPEN,BUY,1.15989,1.15989,1.15989,
SL,,1.15989,,,-3.1681240530913057
OPEN,BUY,1.1599599999999999,1.1599599999999999,1.1599599999999999,
SL,,1.1599599999999999,,,-2.913325361480856
OPEN,BUY,1.15992,1.15992,1.15992,
SL,,1.15992,,,-2.8989647410048933
OPEN,BUY,1.15972,1.15972,1.15972,
SL,,1.15972,,,-3.108035413800347
OPEN,SELL,1.15956,1.15956,1.15956,
SL,,1.15956,,,-3.053241341728109
OPEN,SELL,1.15955,1.15955,1.15955,
SL,,1.15955,,,-2.8546903012910603
OPEN,SELL,1.15954,1.15954,1.15954,
SL,,1.15954,,,-2.8203514976196975
OPEN,SELL,1.15955,1.15955,1.15955,
SL,,1.15955,,,-3.1106918441667464
OPEN,SELL,1.1595900000000001,1.1595900000000001,1.1595900000000001,
SL,,1.1595900000000001,,,-3.17060577691066
OPEN,SELL,1.15937,1.15937,1.15937,
SL,,1.15937,,,-2.99939508704916
OPEN,SELL,1.1592500000000001,1.1592500000000001,1.1592500000000001,
SL,,1.1592500000000001,,,-2.970584613039438
OPEN,SELL,1.15924,1.15924,1.15924,
