type,side,price,sl,tp,profit
OPEN,SELL,1.16077,1.16177,1.15877,
REVERSE,,1.16072,,,0.5000000000010552
OPEN,BUY,1.16072,1.15972,1.16272,
REVERSE,,1.16089,,,1.7000000000000348
OPEN,SELL,1.16089,1.1618899999999999,1.15889,
REVERSE,,1.1607,,,1.8999999999991246
OPEN,BUY,1.1607,1.1597000000000002,1.1627,
REVERSE,,1.16075,,,0.4999999999988347
OPEN,SELL,1.16075,1.1617499999999998,1.15875,
REVERSE,,1.1608100000000001,,,-0.6000000000017103
OPEN,BUY,1.1608100000000001,1.1598100000000002,1.1628100000000001,
REVERSE,,1.16085,,,0.3999999999981796
OPEN,SELL,1.16085,1.1618499999999998,1.15885,
REVERSE,,1.16096,,,-1.100000000000545
OPEN,BUY,1.16096,1.15996,1.16296,
REVERSE,,1.16133,,,3.6999999999998145
OPEN,SELL,1.16133,1.1623299999999999,1.15933,
REVERSE,,1.16144,,,-1.100000000000545
OPEN,BUY,1.16144,1.1604400000000001,1.16344,
REVERSE,,1.16119,,,-2.500000000000835
OPEN,SELL,1.16119,1.1621899999999998,1.15919,
REVERSE,,1.16134,,,-1.500000000000945
OPEN,BUY,1.16134,1.1603400000000001,1.16334,
REVERSE,,1.16141,,,0.700000000000145
OPEN,SELL,1.16141,1.16241,1.15941,
REVERSE,,1.16137,,,0.40000000000040004
OPEN,BUY,1.16137,1.1603700000000001,1.16337,
REVERSE,,1.1612,,,-1.7000000000000348
OPEN,SELL,1.1612,1.1622,1.1592,
REVERSE,,1.1614,,,-1.9999999999997797
OPEN,BUY,1.1614,1.1604,1.1634,
REVERSE,,1.16141,,,0.10000000000065512
OPEN,SELL,1.16141,1.16241,1.15941,
REVERSE,,1.1614200000000001,,,-0.10000000000065512
OPEN,BUY,1.1614200000000001,1.1604200000000002,1.1634200000000001,
REVERSE,,1.16138,,,-0.40000000000040004
OPEN,SELL,1.16138,1.16238,1.15938,
REVERSE,,1.1612,,,1.80000000000069
OPEN,BUY,1.1612,1.1602000000000001,1.1632,
REVERSE,,1.16126,,,0.5999999999994898
OPEN,SELL,1.16126,1.1622599999999998,1.15926,
REVERSE,,1.16126,,,-0.0
OPEN,BUY,1.16126,1.16026,1.16326,
REVERSE,,1.16136,,,0.9999999999998899
OPEN,SELL,1.16136,1.1623599999999998,1.15936,
REVERSE,,1.16122,,,1.40000000000029
OPEN,BUY,1.16122,1.16022,1.16322,
REVERSE,,1.16133,,,1.100000000000545
OPEN,SELL,1.16133,1.1623299999999999,1.15933,
REVERSE,,1.16126,,,0.700000000000145
OPEN,BUY,1.16126,1.16026,1.16326,
REVERSE,,1.16132,,,0.5999999999994898
OPEN,SELL,1.16132,1.1623199999999998,1.15932,
REVERSE,,1.16137,,,-0.5000000000010552
OPEN,BUY,1.16137,1.1603700000000001,1.16337,
REVERSE,,1.16105,,,-3.20000000000098
OPEN,SELL,1.16105,1.1620499999999998,1.15905,
REVERSE,,1.16094,,,1.0999999999983245
OPEN,BUY,1.16094,1.1599400000000002,1.16294,
REVERSE,,1.16086,,,-0.8000000000008001
OPEN,SELL,1.16086,1.16186,1.15886,
REVERSE,,1.16077,,,0.8999999999992347
OPEN,BUY,1.16077,1.1597700000000002,1.16277,
REVERSE,,1.1608,,,0.2999999999997449
OPEN,SELL,1.1608,1.1618,1.1588,
REVERSE,,1.16067,,,1.2999999999996348
OPEN,BUY,1.16067,1.1596700000000002,1.16267,
REVERSE,,1.1608,,,1.2999999999996348
OPEN,SELL,1.1608,1.1618,1.1588,
REVERSE,,1.16095,,,-1.4999999999987246
OPEN,BUY,1.16095,1.15995,1.16295,
REVERSE,,1.16082,,,-1.2999999999996348
OPEN,SELL,1.16082,1.1618199999999999,1.15882,
REVERSE,,1.16063,,,1.8999999999991246
OPEN,BUY,1.16063,1.1596300000000002,1.16263,
REVERSE,,1.16068,,,0.4999999999988347
OPEN,SELL,1.16068,1.1616799999999998,1.15868,
REVERSE,,1.16065,,,0.2999999999997449
OPEN,BUY,1.16065,1.15965,1.16265,
REVERSE,,1.16071,,,0.5999999999994898
OPEN,SELL,1.16071,1.1617099999999998,1.15871,
REVERSE,,1.16064,,,0.700000000000145
OPEN,BUY,1.16064,1.15964,1.16264,
REVERSE,,1.1607,,,0.6000000000017103
OPEN,SELL,1.1607,1.1617,1.1587,
REVERSE,,1.16064,,,0.6000000000017103
OPEN,BUY,1.16064,1.15964,1.16264,
REVERSE,,1.16072,,,0.8000000000008001
OPEN,SELL,1.16072,1.1617199999999999,1.15872,
REVERSE,,1.16053,,,1.8999999999991246
OPEN,BUY,1.16053,1.1595300000000002,1.16253,
REVERSE,,1.16051,,,-0.20000000000131024
OPEN,SELL,1.16051,1.1615099999999998,1.15851,
SL,,1.1615099999999998,,,-9.999999999998899
OPEN,BUY,1.1617,1.1607,1.1637,
REVERSE,,1.1617899999999999,,,0.8999999999992347
OPEN,SELL,1.1617899999999999,1.1627899999999998,1.1597899999999999,
REVERSE,,1.16176,,,0.2999999999997449
OPEN,BUY,1.16176,1.16076,1.16376,
REVERSE,,1.16176,,,0.0
OPEN,SELL,1.16176,1.1627599999999998,1.15976,
REVERSE,,1.16163,,,1.2999999999996348
OPEN,BUY,1.16163,1.16063,1.16363,
REVERSE,,1.16163,,,0.0
OPEN,SELL,1.16163,1.1626299999999998,1.15963,
REVERSE,,1.16163,,,-0.0
OPEN,BUY,1.16163,1.16063,1.16363,
REVERSE,,1.1616,,,-0.2999999999997449
OPEN,SELL,1.1616,1.1625999999999999,1.1596,
REVERSE,,1.16155,,,0.4999999999988347
OPEN,BUY,1.16155,1.1605500000000002,1.16355,
REVERSE,,1.16153,,,-0.20000000000131024
OPEN,SELL,1.16153,1.1625299999999998,1.15953,
REVERSE,,1.16156,,,-0.2999999999997449
OPEN,BUY,1.16156,1.16056,1.16356,
REVERSE,,1.16155,,,-0.09999999999843467
OPEN,SELL,1.16155,1.16255,1.15955,
REVERSE,,1.16156,,,-0.09999999999843467
OPEN,BUY,1.16156,1.16056,1.16356,
REVERSE,,1.16161,,,0.5000000000010552
OPEN,SELL,1.16161,1.16261,1.15961,
REVERSE,,1.16172,,,-1.100000000000545
OPEN,BUY,1.16172,1.1607200000000002,1.16372,
REVERSE,,1.16161,,,-1.100000000000545
OPEN,SELL,1.16161,1.16261,1.15961,
REVERSE,,1.16164,,,-0.2999999999997449
OPEN,BUY,1.16164,1.1606400000000001,1.16364,
REVERSE,,1.1617,,,0.5999999999994898
OPEN,SELL,1.1617,1.1626999999999998,1.1597,
REVERSE,,1.16165,,,0.4999999999988347
OPEN,BUY,1.16165,1.1606500000000002,1.16365,
REVERSE,,1.16172,,,0.700000000000145
OPEN,SELL,1.16172,1.16272,1.15972,
REVERSE,,1.16177,,,-0.4999999999988347
OPEN,BUY,1.16177,1.16077,1.16377,
REVERSE,,1.16171,,,-0.5999999999994898
OPEN,SELL,1.16171,1.16271,1.15971,
REVERSE,,1.16168,,,0.2999999999997449
OPEN,BUY,1.16168,1.1606800000000002,1.16368,
REVERSE,,1.16165,,,-0.2999999999997449
OPEN,SELL,1.16165,1.16265,1.15965,
REVERSE,,1.16168,,,-0.2999999999997449
OPEN,BUY,1.16168,1.1606800000000002,1.16368,
REVERSE,,1.16171,,,0.2999999999997449
OPEN,SELL,1.16171,1.16271,1.15971,
REVERSE,,1.16144,,,2.6999999999999247
OPEN,BUY,1.16144,1.1604400000000001,1.16344,
REVERSE,,1.16139,,,-0.5000000000010552
OPEN,SELL,1.16139,1.1623899999999998,1.15939,
REVERSE,,1.16137,,,0.1999999999990898
OPEN,BUY,1.16137,1.1603700000000001,1.16337,
REVERSE,,1.16139,,,0.1999999999990898
OPEN,SELL,1.16139,1.1623899999999998,1.15939,
REVERSE,,1.16139,,,-0.0
OPEN,BUY,1.16139,1.16039,1.16339,
REVERSE,,1.16131,,,-0.7999999999985796
OPEN,SELL,1.16131,1.16231,1.15931,
REVERSE,,1.16133,,,-0.1999999999990898
OPEN,BUY,1.16133,1.16033,1.16333,
REVERSE,,1.16136,,,0.2999999999997449
OPEN,SELL,1.16136,1.1623599999999998,1.15936,
REVERSE,,1.16139,,,-0.2999999999997449
OPEN,BUY,1.16139,1.16039,1.16339,
REVERSE,,1.16145,,,0.6000000000017103
OPEN,SELL,1.16145,1.16245,1.15945,
REVERSE,,1.16146,,,-0.09999999999843467
OPEN,BUY,1.16146,1.16046,1.16346,
REVERSE,,1.16139,,,-0.700000000000145
OPEN,SELL,1.16139,1.1623899999999998,1.15939,
REVERSE,,1.16145,,,-0.6000000000017103
OPEN,BUY,1.16145,1.1604500000000002,1.16345,
REVERSE,,1.16141,,,-0.40000000000040004
OPEN,SELL,1.16141,1.16241,1.15941,
REVERSE,,1.16144,,,-0.2999999999997449
OPEN,BUY,1.16144,1.1604400000000001,1.16344,
REVERSE,,1.16137,,,-0.700000000000145
OPEN,SELL,1.16137,1.16237,1.15937,
REVERSE,,1.16133,,,0.40000000000040004
OPEN,BUY,1.16133,1.16033,1.16333,
REVERSE,,1.16138,,,0.5000000000010552
OPEN,SELL,1.16138,1.16238,1.15938,
REVERSE,,1.16147,,,-0.8999999999992347
OPEN,BUY,1.16147,1.1604700000000001,1.16347,
REVERSE,,1.16151,,,0.40000000000040004
OPEN,SELL,1.16151,1.16251,1.15951,
REVERSE,,1.16145,,,0.5999999999994898
OPEN,BUY,1.16145,1.1604500000000002,1.16345,
REVERSE,,1.16147,,,0.1999999999990898
OPEN,SELL,1.16147,1.16247,1.15947,
REVERSE,,1.16151,,,-0.40000000000040004
OPEN,BUY,1.16151,1.1605100000000002,1.16351,
REVERSE,,1.16146,,,-0.5000000000010552
OPEN,SELL,1.16146,1.1624599999999998,1.15946,
REVERSE,,1.1615,,,-0.40000000000040004
OPEN,BUY,1.1615,1.1605,1.1635,
REVERSE,,1.16137,,,-1.2999999999996348
OPEN,SELL,1.16137,1.16237,1.15937,
REVERSE,,1.1615199999999999,,,-1.4999999999987246
OPEN,BUY,1.1615199999999999,1.16052,1.1635199999999999,
REVERSE,,1.16184,,,3.20000000000098
OPEN,SELL,1.16184,1.1628399999999999,1.15984,
REVERSE,,1.16177,,,0.700000000000145
OPEN,BUY,1.16177,1.16077,1.16377,
REVERSE,,1.16178,,,0.10000000000065512
OPEN,SELL,1.16178,1.16278,1.15978,
REVERSE,,1.16174,,,0.40000000000040004
OPEN,BUY,1.16174,1.16074,1.16374,
REVERSE,,1.16175,,,0.10000000000065512
OPEN,SELL,1.16175,1.16275,1.15975,
REVERSE,,1.16147,,,2.80000000000058
OPEN,BUY,1.16147,1.1604700000000001,1.16347,
REVERSE,,1.16147,,,0.0
OPEN,SELL,1.16147,1.16247,1.15947,
REVERSE,,1.16147,,,-0.0
OPEN,BUY,1.16147,1.1604700000000001,1.16347,
REVERSE,,1.16146,,,-0.10000000000065512
OPEN,SELL,1.16146,1.1624599999999998,1.15946,
REVERSE,,1.1615,,,-0.40000000000040004
OPEN,BUY,1.1615,1.1605,1.1635,
REVERSE,,1.16157,,,0.700000000000145
OPEN,SELL,1.16157,1.1625699999999999,1.15957,
REVERSE,,1.16158,,,-0.10000000000065512
OPEN,BUY,1.16158,1.1605800000000002,1.16358,
REVERSE,,1.16141,,,-1.7000000000000348
OPEN,SELL,1.16141,1.16241,1.15941,
REVERSE,,1.16145,,,-0.40000000000040004
OPEN,BUY,1.16145,1.1604500000000002,1.16345,
REVERSE,,1.16145,,,0.0
OPEN,SELL,1.16145,1.16245,1.15945,
REVERSE,,1.16149,,,-0.3999999999981796
OPEN,BUY,1.16149,1.16049,1.16349,
REVERSE,,1.16151,,,0.20000000000131024
OPEN,SELL,1.16151,1.16251,1.15951,
REVERSE,,1.16154,,,-0.2999999999997449
OPEN,BUY,1.16154,1.1605400000000001,1.16354,
REVERSE,,1.16153,,,-0.10000000000065512
OPEN,SELL,1.16153,1.1625299999999998,1.15953,
REVERSE,,1.16154,,,-0.10000000000065512
OPEN,BUY,1.16154,1.1605400000000001,1.16354,
REVERSE,,1.16164,,,0.9999999999998899
OPEN,SELL,1.16164,1.16264,1.15964,
REVERSE,,1.16162,,,0.1999999999990898
OPEN,BUY,1.16162,1.1606200000000002,1.16362,
REVERSE,,1.1616,,,-0.20000000000131024
OPEN,SELL,1.1616,1.1625999999999999,1.1596,
REVERSE,,1.16158,,,0.1999999999990898
OPEN,BUY,1.16158,1.1605800000000002,1.16358,
REVERSE,,1.16165,,,0.700000000000145
OPEN,SELL,1.16165,1.16265,1.15965,
REVERSE,,1.16163,,,0.20000000000131024
OPEN,BUY,1.16163,1.16063,1.16363,
REVERSE,,1.16161,,,-0.1999999999990898
OPEN,SELL,1.16161,1.16261,1.15961,
REVERSE,,1.16176,,,-1.4999999999987246
OPEN,BUY,1.16176,1.16076,1.16376,
REVERSE,,1.16163,,,-1.2999999999996348
OPEN,SELL,1.16163,1.1626299999999998,1.15963,
REVERSE,,1.16164,,,-0.10000000000065512
OPEN,BUY,1.16164,1.1606400000000001,1.16364,
REVERSE,,1.16198,,,3.4000000000000696
OPEN,SELL,1.16198,1.16298,1.15998,
REVERSE,,1.16201,,,-0.2999999999997449
OPEN,BUY,1.16201,1.16101,1.16401,
REVERSE,,1.16196,,,-0.4999999999988347
OPEN,SELL,1.16196,1.16296,1.15996,
REVERSE,,1.16193,,,0.30000000000196536
OPEN,BUY,1.16193,1.16093,1.16393,
REVERSE,,1.16188,,,-0.4999999999988347
OPEN,SELL,1.16188,1.16288,1.15988,
REVERSE,,1.16189,,,-0.10000000000065512
OPEN,BUY,1.16189,1.1608900000000002,1.16389,
REVERSE,,1.16193,,,0.3999999999981796
OPEN,SELL,1.16193,1.1629299999999998,1.15993,
REVERSE,,1.16196,,,-0.30000000000196536
OPEN,BUY,1.16196,1.1609600000000002,1.16396,
REVERSE,,1.16197,,,0.09999999999843467
OPEN,SELL,1.16197,1.1629699999999998,1.15997,
REVERSE,,1.162,,,-0.2999999999997449
OPEN,BUY,1.162,1.161,1.164,
REVERSE,,1.16197,,,-0.2999999999997449
OPEN,SELL,1.16197,1.1629699999999998,1.15997,
REVERSE,,1.16197,,,-0.0
OPEN,BUY,1.16197,1.16097,1.16397,
REVERSE,,1.16195,,,-0.1999999999990898
OPEN,SELL,1.16195,1.16295,1.15995,
REVERSE,,1.16186,,,0.9000000000014552
OPEN,BUY,1.16186,1.16086,1.16386,
REVERSE,,1.16188,,,0.20000000000131024
OPEN,SELL,1.16188,1.16288,1.15988,
REVERSE,,1.16189,,,-0.10000000000065512
OPEN,BUY,1.16189,1.1608900000000002,1.16389,
REVERSE,,1.16189,,,0.0
OPEN,SELL,1.16189,1.16289,1.15989,
REVERSE,,1.16197,,,-0.7999999999985796
OPEN,BUY,1.16197,1.16097,1.16397,
REVERSE,,1.1619,,,-0.700000000000145
OPEN,SELL,1.1619,1.1628999999999998,1.1599,
REVERSE,,1.16193,,,-0.2999999999997449
OPEN,BUY,1.16193,1.16093,1.16393,
REVERSE,,1.16196,,,0.30000000000196536
OPEN,SELL,1.16196,1.16296,1.15996,
REVERSE,,1.16192,,,0.40000000000040004
OPEN,BUY,1.16192,1.1609200000000002,1.16392,
REVERSE,,1.16195,,,0.2999999999997449
OPEN,SELL,1.16195,1.16295,1.15995,
REVERSE,,1.16198,,,-0.2999999999997449
OPEN,BUY,1.16198,1.1609800000000001,1.16398,
REVERSE,,1.16202,,,0.40000000000040004
OPEN,SELL,1.16202,1.16302,1.16002,
REVERSE,,1.16191,,,1.100000000000545
OPEN,BUY,1.16191,1.16091,1.16391,
REVERSE,,1.16191,,,0.0
OPEN,SELL,1.16191,1.1629099999999999,1.15991,
REVERSE,,1.16192,,,-0.10000000000065512
OPEN,BUY,1.16192,1.1609200000000002,1.16392,
REVERSE,,1.16188,,,-0.40000000000040004
OPEN,SELL,1.16188,1.16288,1.15988,
REVERSE,,1.16175,,,1.2999999999996348
OPEN,BUY,1.16175,1.1607500000000002,1.16375,
REVERSE,,1.16178,,,0.2999999999997449
OPEN,SELL,1.16178,1.16278,1.15978,
REVERSE,,1.16181,,,-0.2999999999997449
OPEN,BUY,1.16181,1.1608100000000001,1.16381,
REVERSE,,1.16182,,,0.10000000000065512
OPEN,SELL,1.16182,1.16282,1.15982,
REVERSE,,1.16182,,,-0.0
OPEN,BUY,1.16182,1.1608200000000002,1.16382,
REVERSE,,1.16172,,,-0.9999999999998899
OPEN,SELL,1.16172,1.16272,1.15972,
REVERSE,,1.16172,,,-0.0
OPEN,BUY,1.16172,1.1607200000000002,1.16372,
REVERSE,,1.1617899999999999,,,0.6999999999979245
OPEN,SELL,1.1617899999999999,1.1627899999999998,1.1597899999999999,
REVERSE,,1.16166,,,1.2999999999996348
OPEN,BUY,1.16166,1.16066,1.16366,
REVERSE,,1.16175,,,0.9000000000014552
OPEN,SELL,1.16175,1.16275,1.15975,
REVERSE,,1.16175,,,-0.0
OPEN,BUY,1.16175,1.1607500000000002,1.16375,
REVERSE,,1.16172,,,-0.2999999999997449
OPEN,SELL,1.16172,1.16272,1.15972,
REVERSE,,1.16161,,,1.100000000000545
OPEN,BUY,1.16161,1.1606100000000001,1.16361,
REVERSE,,1.1616900000000001,,,0.8000000000008001
OPEN,SELL,1.1616900000000001,1.16269,1.15969,
REVERSE,,1.16167,,,0.20000000000131024
OPEN,BUY,1.16167,1.16067,1.16367,
REVERSE,,1.16171,,,0.40000000000040004
OPEN,SELL,1.16171,1.16271,1.15971,
REVERSE,,1.1616900000000001,,,0.1999999999990898
OPEN,BUY,1.1616900000000001,1.1606900000000002,1.1636900000000001,
REVERSE,,1.16173,,,0.3999999999981796
OPEN,SELL,1.16173,1.1627299999999998,1.15973,
REVERSE,,1.1616900000000001,,,0.3999999999981796
OPEN,BUY,1.1616900000000001,1.1606900000000002,1.1636900000000001,
REVERSE,,1.1616900000000001,,,0.0
OPEN,SELL,1.1616900000000001,1.16269,1.15969,
REVERSE,,1.1617,,,-0.09999999999843467
OPEN,BUY,1.1617,1.1607,1.1637,
REVERSE,,1.16168,,,-0.1999999999990898
OPEN,SELL,1.16168,1.16268,1.15968,
REVERSE,,1.16171,,,-0.2999999999997449
OPEN,BUY,1.16171,1.1607100000000001,1.16371,
REVERSE,,1.16166,,,-0.5000000000010552
OPEN,SELL,1.16166,1.1626599999999998,1.15966,
REVERSE,,1.16164,,,0.1999999999990898
OPEN,BUY,1.16164,1.1606400000000001,1.16364,
REVERSE,,1.16163,,,-0.10000000000065512
OPEN,SELL,1.16163,1.1626299999999998,1.15963,
REVERSE,,1.16154,,,0.8999999999992347
OPEN,BUY,1.16154,1.1605400000000001,1.16354,
REVERSE,,1.16154,,,0.0
OPEN,SELL,1.16154,1.16254,1.15954,
REVERSE,,1.16155,,,-0.10000000000065512
OPEN,BUY,1.16155,1.1605500000000002,1.16355,
REVERSE,,1.1615,,,-0.5000000000010552
OPEN,SELL,1.1615,1.1624999999999999,1.1595,
REVERSE,,1.16155,,,-0.5000000000010552
OPEN,BUY,1.16155,1.1605500000000002,1.16355,
REVERSE,,1.16168,,,1.2999999999996348
OPEN,SELL,1.16168,1.16268,1.15968,
REVERSE,,1.16175,,,-0.700000000000145
OPEN,BUY,1.16175,1.1607500000000002,1.16375,
REVERSE,,1.16173,,,-0.20000000000131024
OPEN,SELL,1.16173,1.1627299999999998,1.15973,
REVERSE,,1.1617899999999999,,,-0.5999999999994898
OPEN,BUY,1.1617899999999999,1.16079,1.1637899999999999,
REVERSE,,1.16186,,,0.700000000000145
OPEN,SELL,1.16186,1.1628599999999998,1.15986,
REVERSE,,1.16185,,,0.09999999999843467
OPEN,BUY,1.16185,1.1608500000000002,1.16385,
REVERSE,,1.16172,,,-1.2999999999996348
OPEN,SELL,1.16172,1.16272,1.15972,
REVERSE,,1.16173,,,-0.09999999999843467
OPEN,BUY,1.16173,1.16073,1.16373,
REVERSE,,1.16175,,,0.20000000000131024
OPEN,SELL,1.16175,1.16275,1.15975,
REVERSE,,1.16168,,,0.700000000000145
OPEN,BUY,1.16168,1.1606800000000002,1.16368,
REVERSE,,1.16178,,,0.9999999999998899
OPEN,SELL,1.16178,1.16278,1.15978,
REVERSE,,1.1619,,,-1.1999999999989797
OPEN,BUY,1.1619,1.1609,1.1639,
REVERSE,,1.16191,,,0.10000000000065512
OPEN,SELL,1.16191,1.1629099999999999,1.15991,
REVERSE,,1.1621,,,-1.8999999999991246
OPEN,BUY,1.1621,1.1611,1.1641,
REVERSE,,1.16214,,,0.40000000000040004
OPEN,SELL,1.16214,1.1631399999999998,1.16014,
REVERSE,,1.16206,,,0.7999999999985796
OPEN,BUY,1.16206,1.1610600000000002,1.16406,
REVERSE,,1.16195,,,-1.100000000000545
OPEN,SELL,1.16195,1.16295,1.15995,
REVERSE,,1.16192,,,0.2999999999997449
OPEN,BUY,1.16192,1.1609200000000002,1.16392,
REVERSE,,1.16197,,,0.4999999999988347
OPEN,SELL,1.16197,1.1629699999999998,1.15997,
REVERSE,,1.16204,,,-0.700000000000145
OPEN,BUY,1.16204,1.16104,1.16404,
REVERSE,,1.1619,,,-1.40000000000029
OPEN,SELL,1.1619,1.1628999999999998,1.1599,
REVERSE,,1.16191,,,-0.10000000000065512
OPEN,BUY,1.16191,1.16091,1.16391,
REVERSE,,1.16202,,,1.100000000000545
OPEN,SELL,1.16202,1.16302,1.16002,
REVERSE,,1.16205,,,-0.2999999999997449
OPEN,BUY,1.16205,1.1610500000000001,1.16405,
REVERSE,,1.16204,,,-0.10000000000065512
OPEN,SELL,1.16204,1.1630399999999999,1.16004,
REVERSE,,1.16208,,,-0.40000000000040004
OPEN,BUY,1.16208,1.1610800000000001,1.16408,
REVERSE,,1.16196,,,-1.1999999999989797
OPEN,SELL,1.16196,1.16296,1.15996,
REVERSE,,1.16201,,,-0.4999999999988347
OPEN,BUY,1.16201,1.16101,1.16401,
REVERSE,,1.16201,,,0.0
OPEN,SELL,1.16201,1.1630099999999999,1.16001,
REVERSE,,1.1621299999999999,,,-1.1999999999989797
OPEN,BUY,1.1621299999999999,1.16113,1.1641299999999999,
REVERSE,,1.16205,,,-0.7999999999985796
OPEN,SELL,1.16205,1.16305,1.16005,
REVERSE,,1.16205,,,-0.0
OPEN,BUY,1.16205,1.1610500000000001,1.16405,
REVERSE,,1.16198,,,-0.700000000000145
OPEN,SELL,1.16198,1.16298,1.15998,
REVERSE,,1.16208,,,-0.9999999999998899
OPEN,BUY,1.16208,1.1610800000000001,1.16408,
REVERSE,,1.16193,,,-1.500000000000945
OPEN,SELL,1.16193,1.1629299999999998,1.15993,
REVERSE,,1.16196,,,-0.30000000000196536
OPEN,BUY,1.16196,1.1609600000000002,1.16396,
REVERSE,,1.16185,,,-1.100000000000545
OPEN,SELL,1.16185,1.16285,1.15985,
REVERSE,,1.1618,,,0.5000000000010552
OPEN,BUY,1.1618,1.1608,1.1638,
REVERSE,,1.1618,,,0.0
OPEN,SELL,1.1618,1.1627999999999998,1.1598,
REVERSE,,1.16178,,,0.1999999999990898
OPEN,BUY,1.16178,1.1607800000000001,1.16378,
REVERSE,,1.1617,,,-0.8000000000008001
OPEN,SELL,1.1617,1.1626999999999998,1.1597,
REVERSE,,1.16181,,,-1.100000000000545
OPEN,BUY,1.16181,1.1608100000000001,1.16381,
REVERSE,,1.16172,,,-0.8999999999992347
OPEN,SELL,1.16172,1.16272,1.15972,
REVERSE,,1.1617,,,0.20000000000131024
OPEN,BUY,1.1617,1.1607,1.1637,
REVERSE,,1.16171,,,0.10000000000065512
OPEN,SELL,1.16171,1.16271,1.15971,
REVERSE,,1.16159,,,1.2000000000012
OPEN,BUY,1.16159,1.16059,1.16359,
REVERSE,,1.16145,,,-1.3999999999980695
OPEN,SELL,1.16145,1.16245,1.15945,
REVERSE,,1.16145,,,-0.0
OPEN,BUY,1.16145,1.1604500000000002,1.16345,
REVERSE,,1.16145,,,0.0
OPEN,SELL,1.16145,1.16245,1.15945,
REVERSE,,1.16146,,,-0.09999999999843467
OPEN,BUY,1.16146,1.16046,1.16346,
REVERSE,,1.16133,,,-1.2999999999996348
OPEN,SELL,1.16133,1.1623299999999999,1.15933,
REVERSE,,1.16135,,,-0.20000000000131024
OPEN,BUY,1.16135,1.1603500000000002,1.16335,
REVERSE,,1.16113,,,-2.20000000000109
OPEN,SELL,1.16113,1.1621299999999999,1.15913,
REVERSE,,1.1611799999999999,,,-0.4999999999988347
OPEN,BUY,1.1611799999999999,1.16018,1.1631799999999999,
REVERSE,,1.16115,,,-0.2999999999997449
OPEN,SELL,1.16115,1.1621499999999998,1.15915,
REVERSE,,1.16102,,,1.2999999999996348
OPEN,BUY,1.16102,1.16002,1.16302,
REVERSE,,1.1610800000000001,,,0.6000000000017103
OPEN,SELL,1.1610800000000001,1.16208,1.15908,
REVERSE,,1.16109,,,-0.09999999999843467
OPEN,BUY,1.16109,1.16009,1.16309,
REVERSE,,1.16098,,,-1.100000000000545
OPEN,SELL,1.16098,1.1619799999999998,1.15898,
REVERSE,,1.16095,,,0.2999999999997449
OPEN,BUY,1.16095,1.15995,1.16295,
REVERSE,,1.16114,,,1.900000000001345
OPEN,SELL,1.16114,1.16214,1.15914,
REVERSE,,1.16109,,,0.5000000000010552
OPEN,BUY,1.16109,1.16009,1.16309,
REVERSE,,1.16111,,,0.20000000000131024
OPEN,SELL,1.16111,1.16211,1.15911,
REVERSE,,1.16111,,,-0.0
OPEN,BUY,1.16111,1.1601100000000002,1.16311,
REVERSE,,1.16111,,,0.0
OPEN,SELL,1.16111,1.16211,1.15911,
REVERSE,,1.16107,,,0.40000000000040004
OPEN,BUY,1.16107,1.1600700000000002,1.16307,
REVERSE,,1.16117,,,0.9999999999998899
OPEN,SELL,1.16117,1.16217,1.15917,
REVERSE,,1.16107,,,0.9999999999998899
OPEN,BUY,1.16107,1.1600700000000002,1.16307,
REVERSE,,1.16105,,,-0.20000000000131024
OPEN,SELL,1.16105,1.1620499999999998,1.15905,
REVERSE,,1.16109,,,-0.40000000000040004
OPEN,BUY,1.16109,1.16009,1.16309,
REVERSE,,1.16111,,,0.20000000000131024
OPEN,SELL,1.16111,1.16211,1.15911,
REVERSE,,1.1611,,,0.10000000000065512
OPEN,BUY,1.1611,1.1601000000000001,1.1631,
REVERSE,,1.16098,,,-1.2000000000012
OPEN,SELL,1.16098,1.1619799999999998,1.15898,
REVERSE,,1.16098,,,-0.0
OPEN,BUY,1.16098,1.15998,1.16298,
REVERSE,,1.16092,,,-0.5999999999994898
OPEN,SELL,1.16092,1.1619199999999998,1.15892,
REVERSE,,1.16105,,,-1.2999999999996348
OPEN,BUY,1.16105,1.16005,1.16305,
REVERSE,,1.161,,,-0.4999999999988347
OPEN,SELL,1.161,1.162,1.159,
REVERSE,,1.16102,,,-0.1999999999990898
OPEN,BUY,1.16102,1.16002,1.16302,
REVERSE,,1.1611,,,0.8000000000008001
OPEN,SELL,1.1611,1.1621,1.1591,
REVERSE,,1.1611799999999999,,,-0.7999999999985796
OPEN,BUY,1.1611799999999999,1.16018,1.1631799999999999,
REVERSE,,1.1610800000000001,,,-0.9999999999976694
OPEN,SELL,1.1610800000000001,1.16208,1.15908,
REVERSE,,1.16123,,,-1.4999999999987246
OPEN,BUY,1.16123,1.16023,1.16323,
REVERSE,,1.16115,,,-0.8000000000008001
OPEN,SELL,1.16115,1.1621499999999998,1.15915,
REVERSE,,1.16114,,,0.09999999999843467
OPEN,BUY,1.16114,1.1601400000000002,1.16314,
REVERSE,,1.16104,,,-0.9999999999998899
OPEN,SELL,1.16104,1.16204,1.15904,
REVERSE,,1.16099,,,0.5000000000010552
OPEN,BUY,1.16099,1.15999,1.16299,
REVERSE,,1.16104,,,0.5000000000010552
OPEN,SELL,1.16104,1.16204,1.15904,
REVERSE,,1.16106,,,-0.1999999999990898
