type,side,price,sl,tp,profit
REVERSE,,1.16137,,,-17.000000000000348
OPEN,BUY,1.16137,1.1603700000000001,1.16337,
REVERSE,,1.16106,,,-31.000000000003247
OPEN,SELL,1.16106,1.1620599999999999,1.15906,
REVERSE,,1.16138,,,-32.0000000000098
OPEN,BUY,1.16138,1.1603800000000002,1.16338,
REVERSE,,1.16136,,,-2.0000000000131024
OPEN,SELL,1.16136,1.1623599999999998,1.15936,
REVERSE,,1.16128,,,7.999999999985796
OPEN,BUY,1.16128,1.1602800000000002,1.16328,
REVERSE,,1.16141,,,12.999999999996348
OPEN,SELL,1.16141,1.16241,1.15941,
REVERSE,,1.1616900000000001,,,-28.000000000005798
OPEN,BUY,1.1616900000000001,1.1606900000000002,1.1636900000000001,
REVERSE,,1.16145,,,-24.000000000001798
OPEN,SELL,1.16145,1.16245,1.15945,
REVERSE,,1.16166,,,-20.999999999982144
OPEN,BUY,1.16166,1.16066,1.16366,
REVERSE,,1.16158,,,-7.999999999985796
OPEN,SELL,1.16158,1.16258,1.15958,
REVERSE,,1.16171,,,-12.999999999996348
OPEN,BUY,1.16171,1.1607100000000001,1.16371,
REVERSE,,1.16153,,,-18.0000000000069
OPEN,SELL,1.16153,1.1625299999999998,1.15953,
REVERSE,,1.1616900000000001,,,-16.000000000016
OPEN,BUY,1.1616900000000001,1.1606900000000002,1.1636900000000001,
REVERSE,,1.16148,,,-21.00000000000435
OPEN,SELL,1.16148,1.16248,1.15948,
REVERSE,,1.16129,,,19.00000000001345
OPEN,BUY,1.16129,1.16029,1.16329,
TP,,1.16329,,,200.00000000000017
OPEN,SELL,1.16283,1.16383,1.16083,
REVERSE,,1.1629800000000001,,,-15.00000000000945
OPEN,BUY,1.1629800000000001,1.1619800000000002,1.1649800000000001,
REVERSE,,1.1626,,,-38.0000000000047
OPEN,SELL,1.1626,1.1636,1.1606,
REVERSE,,1.1626400000000001,,,-4.000000000004
OPEN,BUY,1.1626400000000001,1.1616400000000002,1.1646400000000001,
REVERSE,,1.16257,,,-7.0000000000014495
OPEN,SELL,1.16257,1.16357,1.16057,
REVERSE,,1.1622,,,37.00000000002035
OPEN,BUY,1.1622,1.1612,1.1642,
REVERSE,,1.16164,,,-55.99999999998939
OPEN,SELL,1.16164,1.16264,1.15964,
REVERSE,,1.16194,,,-29.999999999996696
OPEN,BUY,1.16194,1.16094,1.16394,
REVERSE,,1.1612,,,-73.99999999999629
OPEN,SELL,1.1612,1.1622,1.1592,
REVERSE,,1.16184,,,-63.99999999999739
OPEN,BUY,1.16184,1.16084,1.16384,
REVERSE,,1.16128,,,-55.99999999998939
OPEN,SELL,1.16128,1.16228,1.15928,
REVERSE,,1.16133,,,-4.999999999988347
OPEN,BUY,1.16133,1.16033,1.16333,
REVERSE,,1.16194,,,60.99999999999994
OPEN,SELL,1.16194,1.1629399999999999,1.15994,
REVERSE,,1.16107,,,86.99999999999264
OPEN,BUY,1.16107,1.1600700000000002,1.16307,
REVERSE,,1.16076,,,-31.000000000003247
OPEN,SELL,1.16076,1.16176,1.15876,
REVERSE,,1.16103,,,-26.999999999999247
OPEN,BUY,1.16103,1.1600300000000001,1.16303,
REVERSE,,1.16082,,,-21.00000000000435
OPEN,SELL,1.16082,1.1618199999999999,1.15882,
REVERSE,,1.16084,,,-2.0000000000131024
OPEN,BUY,1.16084,1.1598400000000002,1.16284,
REVERSE,,1.1606,,,-24.000000000001798
OPEN,SELL,1.1606,1.1616,1.1586,
TP,,1.1586,,,200.00000000000017
OPEN,BUY,1.15604,1.15504,1.15804,
TP,,1.15804,,,200.00000000000017
OPEN,SELL,1.15756,1.1585599999999998,1.15556,
REVERSE,,1.15756,,,-0.0
OPEN,BUY,1.15756,1.15656,1.15956,
REVERSE,,1.1573,,,-25.999999999992696
OPEN,SELL,1.1573,1.1582999999999999,1.1553,
REVERSE,,1.15641,,,89.00000000000574
OPEN,BUY,1.15641,1.15541,1.15841,
REVERSE,,1.15664,,,22.999999999995246
OPEN,SELL,1.15664,1.1576399999999998,1.1546399999999999,
REVERSE,,1.1565699999999999,,,7.0000000000014495
OPEN,BUY,1.1565699999999999,1.15557,1.1585699999999999,
REVERSE,,1.15645,,,-11.999999999989797
OPEN,SELL,1.15645,1.1574499999999999,1.15445,
REVERSE,,1.15664,,,-18.999999999991246
OPEN,BUY,1.15664,1.15564,1.15864,
REVERSE,,1.15652,,,-11.999999999989797
OPEN,SELL,1.15652,1.1575199999999999,1.15452,
REVERSE,,1.15672,,,-19.999999999997797
OPEN,BUY,1.15672,1.15572,1.15872,
REVERSE,,1.1568,,,8.000000000008
OPEN,SELL,1.1568,1.1578,1.1548,
REVERSE,,1.15704,,,-24.000000000001798
OPEN,BUY,1.15704,1.1560400000000002,1.15904,
REVERSE,,1.1566,,,-43.999999999999595
OPEN,SELL,1.1566,1.1576,1.1546,
REVERSE,,1.15643,,,17.000000000000348
OPEN,BUY,1.15643,1.1554300000000002,1.15843,
REVERSE,,1.15644,,,0.9999999999843467
OPEN,SELL,1.15644,1.1574399999999998,1.15444,
REVERSE,,1.15651,,,-7.0000000000014495
OPEN,BUY,1.15651,1.15551,1.15851,
REVERSE,,1.15647,,,-3.999999999981796
OPEN,SELL,1.15647,1.15747,1.15447,
REVERSE,,1.15656,,,-8.999999999992347
OPEN,BUY,1.15656,1.1555600000000001,1.15856,
REVERSE,,1.15648,,,-8.000000000008
OPEN,SELL,1.15648,1.1574799999999998,1.15448,
REVERSE,,1.1567,,,-22.0000000000109
OPEN,BUY,1.1567,1.1557000000000002,1.1587,
REVERSE,,1.15664,,,-6.000000000017103
OPEN,SELL,1.15664,1.1576399999999998,1.1546399999999999,
REVERSE,,1.15677,,,-13.000000000018552
OPEN,BUY,1.15677,1.1557700000000002,1.15877,
REVERSE,,1.15675,,,-2.0000000000131024
OPEN,SELL,1.15675,1.1577499999999998,1.15475,
REVERSE,,1.15669,,,5.999999999994898
OPEN,BUY,1.15669,1.15569,1.15869,
REVERSE,,1.15675,,,5.999999999994898
OPEN,SELL,1.15675,1.1577499999999998,1.15475,
REVERSE,,1.15677,,,-2.0000000000131024
OPEN,BUY,1.15677,1.1557700000000002,1.15877,
